Datetime,Price,Daily Rets,Log Rets,SMA100,EMA20,VMA20,Position 1,Position 2,Position 1 Log,P1 Long-Short CumRet,Position 2 Log,P2 Long Only CumRet,Position 3,Position 4,Position 3 Log,P3 Long-Short CumRet,Position 4 Log,P4 Long Only CumRet,Buy & Hold CumRet
2016-08-03,566.788403,0.05153891351221773,0.05025472309565048,580.97900969,633.2331532397711,613.4457408617893,1,1,0.05025472309565048,0.7070415917304755,0.05025472309565048,1.348644571153549,1,1,0.05025472309565048,1.0780885433668947,0.05025472309565048,1.6653374287270584,2.5724684383139973
2016-08-04,580.490379,0.024174764210904254,0.023887180229871137,582.10479298,628.2100318836025,613.1318802726295,1,1,0.023887180229871137,0.7241341554978622,0.023887180229871137,1.3812477356655022,1,1,0.023887180229871137,1.1041510797012668,0.023887180229871137,1.7055965683981287,2.6346572562502315
2016-08-05,574.779778,-0.009837546334251934,-0.00988625470368285,583.40403402,623.1214362756403,612.7666221557473,1,1,-0.00988625470368285,0.7170104521909375,-0.00988625470368285,1.3676596470668123,1,1,-0.00988625470368285,1.0932889422946912,-0.00988625470368285,1.688817683128971,2.6087386934169965
2016-08-06,589.702056,0.025961731033620428,0.025630446865441345,584.80479744,619.9386381541508,612.5469596209307,1,1,0.025630446865441345,0.7356252846990132,0.025630446865441345,1.403166458969497,1,1,0.025630446865441345,1.1216726157565773,0.025630446865441345,1.7326623135831873,2.676466065712487
2016-08-07,594.541913,0.008207292056651827,0.008173795388354485,586.19592598,617.519902425184,612.5469596209307,1,1,0.008173795388354485,0.7416627762547957,0.008173795388354485,1.4146826559023578,1,1,0.008173795388354485,1.1308785105060402,0.008173795388354485,1.7468827792263186,2.698432604393507
2016-08-08,591.8913,-0.004458244140644885,-0.004468211747436063,587.64080946,615.079083146595,612.3502390531123,1,1,-0.004468211747436063,0.7383562625282234,-0.004468211747436063,1.408375655240809,1,1,-0.004468211747436063,1.1258367780127954,-0.004468211747436063,1.7390947493114395,2.6864023330460447
2016-08-09,584.835465,-0.011920829044116732,-0.011992451898269675,588.97705646,612.198738561205,612.0881935859398,1,1,-0.011992451898269675,0.7295544437489714,-0.011992451898269675,1.3915866498247875,1,1,-0.011992451898269675,1.1124158702505258,-0.011992451898269675,1.7183632981133767,2.6543781900900867
2016-08-10,591.954927,0.012173444372085118,0.012099943899528195,590.45859123,610.2707565077569,612.0881935859398,1,1,0.012099943899528195,0.738435634186357,0.012099943899528195,1.408527052495366,1,1,0.012099943899528195,1.1259578029656452,0.012099943899528195,1.7392816981339925,2.6866911153296242
2016-08-11,587.897382,-0.006854483027218694,-0.006878082901121012,591.82966031,608.1399589355896,612.0881935859398,1,1,-0.006878082901121012,0.7333740396651331,-0.006878082901121012,1.398872327720658,1,1,-0.006878082901121012,1.1182399443158526,-0.006878082901121012,1.7273598212545809,2.668275236680218
2016-08-12,586.072579,-0.0031039481648856837,-0.0031087754035780163,593.21739039,606.0383037036287,611.8404258279785,1,1,-0.0031087754035780163,0.7310976846605397,-0.0031087754035780163,1.39453030052612,1,1,-0.0031087754035780163,1.1147689854927916,-0.0031087754035780163,1.7219981859073006,2.6599930486559145
2016-08-13,583.704384,-0.004040787924322942,-0.004048973967331791,594.5705292600001,603.9112637318545,611.3045012217312,1,1,-0.004048973967331791,0.728143473964863,-0.004048973967331791,1.3888952993276518,1,1,-0.004048973967331791,1.1102644404378026,-0.004048973967331791,1.7150399564319803,2.6492445808661227
2016-08-14,570.573556,-0.022495681649702948,-0.02275256938270994,595.6704202,600.7362439478684,610.5286736936982,1,1,-0.02275256938270994,0.7117633901792406,-0.02275256938270994,1.357651152829208,1,1,-0.02275256938270994,1.0852882850387282,-0.02275256938270994,1.676458963555566,2.5896480181627575
2016-08-15,567.471025,-0.0054375653539751045,-0.005452402723016763,596.7575046200001,597.5681278575953,609.7085280042945,1,1,-0.005452402723016763,0.7078931302285741,-0.005452402723016763,1.3502688359577995,1,1,-0.005452402723016763,1.0793869590609266,-0.005452402723016763,1.6673431083779753,2.5755666378202053
2016-08-16,574.504263,0.012394003729089054,0.012317826843446261,597.90979223,595.371569299729,609.0379705756412,-1,0,0.012317826843446261,0.7166667603244237,0.012317826843446261,1.3670040729459332,1,1,0.012317826843446261,1.0927648850566578,0.012317826843446261,1.688008165080883,2.6074882203338667
2016-08-17,572.573596,-0.003360579066756353,-0.0033662384954505752,599.03354949,593.2003337473739,607.9961313020515,-1,0,0.0033662384954505752,0.7190832965982258,-0.0,1.3670040729459332,1,1,-0.0033662384954505752,1.08909256225905,-0.0033662384954505752,1.6823354801767982,2.598725550003799
2016-08-18,572.764007,0.00033255288286127005,0.00033249759940742876,600.25228109,591.2540169142907,606.9894991791357,-1,0,-0.00033249759940742876,0.7188442428729301,0.0,1.3670040729459332,1,1,0.00033249759940742876,1.089454743130332,0.00033249759940742876,1.6828949456906708,2.599589763677218
2016-08-19,573.887641,0.0019617748082414455,0.00195985304101488,601.4679593,589.6000763510249,606.3589875947712,-1,0,-0.00195985304101488,0.7174367934450442,0.0,1.3670040729459332,1,1,0.00195985304101488,1.0915920080001242,0.00195985304101488,1.6861964066000437,2.604689573387362
2016-08-20,581.764404,0.013725270309489002,0.013631931880632586,602.73727218,588.8538218414035,606.1247534652972,-1,0,-0.013631931880632586,0.7077231025581632,0.0,1.3670040729459332,1,1,0.013631931880632586,1.106574403377604,0.013631931880632586,1.7093399080755183,2.640439641854411
2016-08-21,580.837867,-0.0015926326767837784,-0.0015939022643755379,603.9883590100001,588.0903975707937,605.8839259751516,-1,0,0.0015939022643755379,0.7088520434856234,-0.0,1.3670040729459332,1,1,-0.0015939022643755379,1.1048120368234922,-0.0015939022643755379,1.7066175574821867,2.636234391399719
2016-08-22,585.40337,0.007860202062204724,0.007829471600694768,605.2884161500001,587.8344901830991,605.8839259751516,-1,0,-0.007829471600694768,0.7033237764872804,0.0,1.3670040729459332,1,1,0.007829471600694768,1.1134960826736808,0.007829471600694768,1.720031916326903,2.656955726399454
2016-08-23,581.865829,-0.0060429119155908095,-0.0060612441986931595,606.53412337,587.2660462608992,605.6551821944358,-1,0,0.0060612441986931595,0.7075997393838721,-0.0,1.3670040729459332,-1,0,-0.0060612441986931595,1.1067673239277283,-0.0060612441986931595,1.7096379149645347,2.6408999769811974
2016-08-24,578.604902,-0.00560425932831321,-0.0056200221096856335,607.78633465,586.4411753789088,605.1399387621608,-1,0,0.0056200221096856335,0.7115876611719074,-0.0,1.3670040729459332,-1,0,0.0056200221096856335,1.1130048919760434,-0.0,1.7096379149645347,2.6260996886500587
2016-08-25,575.898625,-0.004677245199004587,-0.004688217737869249,609.0146241799999,585.4371229618699,604.5829613571673,-1,0,0.004688217737869249,0.7149315714320046,-0.0,1.3670040729459332,-1,0,0.004688217737869249,1.1182351519719622,-0.0,1.7096379149645347,2.613816776489213
2016-08-26,578.3125,0.004191492903807381,0.004182733066758429,610.26617544,584.7585874416918,604.0825716170307,-1,0,-0.004182733066758429,0.7119474487526739,0.0,1.3670040729459332,-1,0,-0.004182733066758429,1.1135676411063555,0.0,1.7096379149645347,2.62477257095972
2016-08-27,568.436569,-0.017077152923376304,-0.01722464912112862,611.58004133,583.204109494864,603.0641143994012,-1,0,0.01722464912112862,0.7243167160780973,-0.0,1.3670040729459332,-1,0,0.01722464912112862,1.1329145969272065,-0.0,1.7096379149645347,2.579948928376357
2016-08-28,573.75128,0.009349699315351456,0.009306261420965103,612.89392064,582.3038400191627,602.5057746965555,-1,0,-0.009306261420965103,0.7176073035632806,0.0,1.3670040729459332,-1,0,-0.009306261420965103,1.1224203045739947,0.0,1.7096379149645347,2.6040706751056395
2016-08-29,573.076967,-0.001175270580659915,-0.0011759617527246648,614.19851807,581.4250902078139,601.9452259785259,-1,0,0.0011759617527246648,0.7184516786848646,-0.0,1.3670040729459332,-1,0,0.0011759617527246648,1.1237410043166491,-0.0,1.7096379149645347,2.6010101874512284
2016-08-30,576.209288,0.005465794614635255,0.005450911367136359,615.58382306,580.9283471404032,601.4550176360776,-1,0,-0.005450911367136359,0.7145461163701003,0.0,1.3670040729459332,-1,0,-0.005450911367136359,1.11763225595093,0.0,1.7096379149645347,2.615226774926411
