Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,1/23/2016,386.116962,381.163768,394.064703,381.00651
BTC,1/24/2016,402.800034,386.117031,405.875303,386.09672
BTC,1/25/2016,390.886096,402.800068,402.804167,386.650761
BTC,1/26/2016,391.401653,390.886098,397.378962,387.929814
BTC,1/27/2016,394.533231,391.401575,396.564728,390.541066
BTC,1/28/2016,379.848788,394.533232,394.98,376.847508
BTC,1/29/2016,378.374101,379.848788,385.089141,363.739885
BTC,1/30/2016,376.456883,378.374103,380.42,374.764287
BTC,1/31/2016,367.112584,376.456878,378.919591,364.271321
BTC,2/1/2016,371.326792,367.113786,378.632154,366.457922
BTC,2/2/2016,372.840028,371.326794,374.962128,371.265424
BTC,2/3/2016,368.877894,372.840029,373.747594,366.236268
BTC,2/4/2016,388.849384,368.876275,391.701947,368.692396
BTC,2/5/2016,385.155975,388.849571,390.165736,384.304154
BTC,2/6/2016,374.844607,385.168765,385.807282,370.391688
BTC,2/7/2016,376.646931,374.844607,379.884378,373.101465
BTC,2/8/2016,371.191052,376.646931,379.153556,370.435915
BTC,2/9/2016,373.533837,371.191038,376.920886,370.617346
BTC,2/10/2016,379.858242,373.533886,384.082768,372.820921
BTC,2/11/2016,378.207309,379.856431,381.582724,372.200922
BTC,2/12/2016,382.889681,378.20727,383.385502,377.537836
BTC,2/13/2016,391.837109,382.887995,391.837109,382.764531
BTC,2/14/2016,407.405235,391.873074,407.537608,391.873074
BTC,2/15/2016,399.56364,407.496499,410.586028,395.471886
BTC,2/16/2016,407.318385,399.563732,408.344281,399.111198
BTC,2/17/2016,414.774583,407.318479,421.331182,405.928895
BTC,2/18/2016,421.386083,414.774583,425.077484,414.494919
BTC,2/19/2016,420.128624,421.386084,422.084005,414.732221
BTC,2/20/2016,438.022456,420.128739,443.520281,419.999836
BTC,2/21/2016,439.135139,438.022425,448.079011,427.163594
BTC,2/22/2016,437.899716,439.135075,439.999066,432.695678
BTC,2/23/2016,419.745599,437.900018,441.530245,415.791267
BTC,2/24/2016,424.117988,419.745599,424.833934,410.703498
BTC,2/25/2016,423.453169,424.117988,426.876038,418.049126
BTC,2/26/2016,431.219239,423.453172,431.376097,419.760723
BTC,2/27/2016,432.206815,431.219165,434.553958,429.619297
BTC,2/28/2016,433.61431,432.206947,435.281757,422.534432
BTC,2/29/2016,436.475598,433.614271,442.00101,430.776343
BTC,3/1/2016,433.919272,436.477082,438.174188,429.533577
BTC,3/2/2016,422.104137,433.919761,435.216076,421.243938
BTC,3/3/2016,419.180479,422.10414,423.739274,416.35392
BTC,3/4/2016,407.873956,419.180811,422.413032,407.514151
BTC,3/5/2016,397.693807,407.874104,409.268664,389.798313
BTC,3/6/2016,403.815225,397.693818,409.520914,392.537422
BTC,3/7/2016,412.484354,403.815704,415.224352,402.60398
BTC,3/8/2016,411.83388,412.484809,415.470231,408.888649
BTC,3/9/2016,412.731756,411.83388,414.198495,408.962503
BTC,3/10/2016,416.19923,412.73177,416.418861,410.871795
BTC,3/11/2016,420.04944,416.198687,422.659236,415.746014
BTC,3/12/2016,410.199495,420.049955,420.831034,407.214263
BTC,3/13/2016,412.348065,410.226684,415.817529,410.146755
BTC,3/14/2016,414.932238,412.348062,415.214386,412.297184
BTC,3/15/2016,415.270832,414.932227,416.897093,412.73947
BTC,3/16/2016,416.046421,415.270835,416.243913,413.784747
BTC,3/17/2016,418.507726,416.046416,419.335976,416.003564
BTC,3/18/2016,407.803478,418.507777,418.54,403.244785
BTC,3/19/2016,408.857288,407.793011,409.56582,404.612102
BTC,3/20/2016,411.28,408.857287,412.16181,408.123437
BTC,3/21/2016,411.727937,411.28,411.82507,407.175794
BTC,3/22/2016,416.6,411.727122,417.368521,410.595217
BTC,3/23/2016,417.488581,416.6,418.909494,415.720553
BTC,3/24/2016,414.625923,417.493433,417.709947,413.751941
BTC,3/25/2016,415.868195,414.626049,416.556164,412.949473
BTC,3/26/2016,416.689672,415.866917,417.216027,414.715828
BTC,3/27/2016,424.996511,416.689511,426.677234,415.998999
BTC,3/28/2016,422.585555,424.996504,424.999272,421.38638
BTC,3/29/2016,415.84119,422.585637,424.075126,407.397256
BTC,3/30/2016,413.190726,415.840975,415.911254,408.871404
BTC,3/31/2016,415.311512,413.190725,417.270304,413.147441
BTC,4/1/2016,416.891553,415.311518,417.097187,414.041475
BTC,4/2/2016,419.891535,416.891553,420.216915,416.867351
BTC,4/3/2016,419.600203,419.891535,420.359009,417.429642
BTC,4/4/2016,419.30488,419.600728,419.987542,417.630282
BTC,4/5/2016,422.263715,419.304872,423.544511,418.805573
BTC,4/6/2016,421.611006,422.26372,422.956156,421.324941
BTC,4/7/2016,421.592059,421.611006,422.368074,418.480787
BTC,4/8/2016,418.316926,421.591965,423.697426,416.345484
BTC,4/9/2016,418.29682,418.316926,418.502756,412.839442
BTC,4/10/2016,420.882488,418.29682,421.763756,417.122446
BTC,4/11/2016,423.367074,420.882489,423.414485,419.030775
BTC,4/12/2016,425.950472,423.367158,428.359244,422.619935
BTC,4/13/2016,424.061221,425.950467,426.958119,422.904548
BTC,4/14/2016,424.66431,424.060463,425.523486,422.580029
BTC,4/15/2016,429.930923,424.664672,430.170047,423.973754
BTC,4/16/2016,431.337878,429.930909,433.712565,428.606213
BTC,4/17/2016,427.722852,431.298915,431.740258,425.318209
BTC,4/18/2016,428.527083,427.723015,429.964131,426.906878
BTC,4/19/2016,436.755083,428.527083,436.851934,427.366616
BTC,4/20/2016,442.125675,436.755084,443.977624,435.792539
BTC,4/21/2016,451.414111,442.125675,452.790664,441.063032
BTC,4/22/2016,447.844341,451.414111,452.198137,443.665056
BTC,4/23/2016,452.902585,447.844406,453.243415,445.414272
BTC,4/24/2016,461.943139,452.902588,463.356471,449.028342
BTC,4/25/2016,462.592681,461.943139,470.258069,455.160121
BTC,4/26/2016,467.91205,462.589223,470.148407,462.384546
BTC,4/27/2016,444.855674,467.91205,469.199641,443.904888
BTC,4/28/2016,449.625714,444.855672,450.286997,435.773156
BTC,4/29/2016,455.429059,449.625714,456.534645,445.789093
BTC,4/30/2016,447.402952,455.429059,456.067486,445.970267
BTC,5/1/2016,451.210765,447.402408,452.688437,446.298606
BTC,5/2/2016,443.80145,451.210156,452.504768,440.575041
BTC,5/3/2016,450.790474,443.801354,451.822675,441.107986
BTC,5/4/2016,447.299571,450.789059,451.152939,444.829646
BTC,5/5/2016,448.390497,447.299568,449.499321,446.131491
BTC,5/6/2016,460.584462,448.3906,463.800476,447.786751
BTC,5/7/2016,458.762583,460.58418,462.023664,457.127256
BTC,5/8/2016,459.275502,458.757689,460.162505,455.959599
BTC,5/9/2016,460.19787,459.275502,464.069487,455.83015
BTC,5/10/2016,450.890847,461.132149,463.487993,447.2255
BTC,5/11/2016,452.31982,450.890731,454.670534,450.21779
BTC,5/12/2016,454.833116,452.321205,455.024752,446.914573
BTC,5/13/2016,455.729184,454.833116,456.880776,451.996692
BTC,5/14/2016,455.397656,455.725834,457.463814,454.177278
BTC,5/15/2016,457.295107,455.397656,459.22767,454.707747
BTC,5/16/2016,453.383774,457.295108,458.260345,451.27231
BTC,5/17/2016,453.069672,453.383777,454.588512,452.036777
BTC,5/18/2016,453.157374,453.069839,455.643516,451.898555
BTC,5/19/2016,437.04998,453.158829,454.188165,435.227248
BTC,5/20/2016,442.363349,437.049967,443.985871,435.226021
BTC,5/21/2016,442.617224,442.362858,444.06337,438.359475
BTC,5/22/2016,437.678789,442.621654,443.228826,436.451508
BTC,5/23/2016,443.497269,437.681135,443.803444,437.197578
BTC,5/24/2016,444.710142,443.497775,446.447243,442.720011
BTC,5/25/2016,448.849051,444.70916,450.18602,444.705253
BTC,5/26/2016,454.13809,448.849051,454.498649,447.03298
BTC,5/27/2016,471.973387,454.13809,480.866323,454.086768
BTC,5/28/2016,525.305315,471.973435,535.881978,471.455902
BTC,5/29/2016,526.230964,525.196819,555.465806,508.626931
BTC,5/30/2016,532.637223,526.230978,544.371971,521.929682
BTC,5/31/2016,531.569309,532.637224,546.482444,520.081164
BTC,6/1/2016,537.119774,531.569307,544.115852,525.706109
BTC,6/2/2016,538.225533,537.119774,541.063054,532.294923
BTC,6/3/2016,570.724717,538.225823,577.488472,536.294294
BTC,6/4/2016,572.615408,570.724716,590.993175,562.310657
BTC,6/5/2016,574.16054,572.615394,583.869329,567.2008
BTC,6/6/2016,585.500863,574.160812,587.200125,573.996523
BTC,6/7/2016,577.343428,585.501189,591.335538,565.345058
BTC,6/8/2016,583.217729,577.343428,583.996131,572.467731
BTC,6/9/2016,575.907802,583.217729,583.272358,571.970309
BTC,6/10/2016,579.45948,575.907802,580.098814,572.955977
BTC,6/11/2016,612.74524,579.460389,612.872655,579.263256
BTC,6/12/2016,671.804881,612.751991,684.631348,607.147564
BTC,6/13/2016,705.708986,671.80277,719.112685,660.079646
BTC,6/14/2016,684.643698,705.715524,705.847895,659.757602
BTC,6/15/2016,696.422276,684.643476,697.538358,672.562575
BTC,6/16/2016,768.462887,696.427864,775.246747,696.423162
BTC,6/17/2016,748.170323,768.462889,777.364426,707.968622
BTC,6/18/2016,756.063444,748.170324,782.578044,725.50086
BTC,6/19/2016,766.114819,756.063444,769.716476,741.824504
BTC,6/20/2016,731.530619,766.114819,766.534858,725.790163
BTC,6/21/2016,667.315627,731.530623,731.530623,630.037753
BTC,6/22/2016,606.198973,667.312937,678.159763,589.010458
BTC,6/23/2016,624.923635,605.993622,633.642793,551.457623
BTC,6/24/2016,664.903267,624.923635,680.418179,624.557499
BTC,6/25/2016,664.794753,664.903267,694.325391,641.713341
BTC,6/26/2016,628.13308,664.794882,667.130044,614.095458
BTC,6/27/2016,657.558736,628.133186,657.629962,618.131999
BTC,6/28/2016,646.39747,657.525538,661.672401,635.305003
BTC,6/29/2016,639.736974,646.397451,646.398902,624.205408
BTC,6/30/2016,673.866074,639.736975,674.834944,635.556297
BTC,7/1/2016,676.598988,673.866138,686.471396,668.117053
BTC,7/2/2016,704.770332,676.599034,704.770332,675.35895
BTC,7/3/2016,658.929123,704.770333,705.000201,645.853334
BTC,7/4/2016,681.677121,658.930971,682.602183,644.553029
BTC,7/5/2016,667.5478,681.676904,682.401933,662.354054
BTC,7/6/2016,676.434711,667.547807,680.201654,667.345305
BTC,7/7/2016,640.148361,676.434722,680.003101,610.391832
BTC,7/8/2016,664.250804,640.15874,666.018214,635.523853
BTC,7/9/2016,648.909941,664.250652,664.307451,627.860594
BTC,7/10/2016,649.8004,648.909941,651.350659,639.723821
BTC,7/11/2016,648.745914,649.800267,660.268861,644.177214
BTC,7/12/2016,664.648328,648.74586,674.300991,646.248517
BTC,7/13/2016,654.592572,664.648616,669.506666,653.634233
BTC,7/14/2016,660.09102,654.5953,664.176184,651.676067
BTC,7/15/2016,664.327625,660.091108,668.646781,658.599233
BTC,7/16/2016,663.93692,664.328298,667.944177,658.911784
BTC,7/17/2016,680.075912,663.940136,683.326947,662.516217
BTC,7/18/2016,674.395682,680.075657,684.522262,667.57401
BTC,7/19/2016,674.983244,674.39569,675.974085,666.764522
BTC,7/20/2016,666.661206,674.983244,675.020116,661.924926
BTC,7/21/2016,665.25287,666.661215,667.779922,659.548923
BTC,7/22/2016,649.99798,665.241574,667.665019,645.277465
BTC,7/23/2016,654.439246,650.002779,656.251931,646.002921
BTC,7/24/2016,661.298693,654.43683,664.251934,650.956008
BTC,7/25/2016,654.11,661.298693,662.232835,652.758514
BTC,7/26/2016,650.995394,654.11,657.135554,644.508347
BTC,7/27/2016,655.431869,650.993652,658.918215,647.274715
BTC,7/28/2016,655.72737,655.431869,659.040841,653.45863
BTC,7/29/2016,657.492979,655.728252,658.475649,654.512202
BTC,7/30/2016,654.991627,657.493412,658.520574,652.98498
BTC,7/31/2016,623.739888,654.991554,655.062657,621.229482
BTC,8/1/2016,607.093854,623.689251,627.075367,605.203735
BTC,8/2/2016,539.008491,607.09602,614.521461,482.405786
BTC,8/3/2016,566.788403,538.972188,569.83,524.008051
BTC,8/4/2016,580.490379,566.794718,586.488852,560.980918
BTC,8/5/2016,574.779778,580.490379,586.628752,566.1272
BTC,8/6/2016,589.702056,574.779778,590.410581,566.637982
BTC,8/7/2016,594.541913,589.701996,598.901158,584.625376
BTC,8/8/2016,591.8913,594.541913,594.555953,586.647305
BTC,8/9/2016,584.835465,591.891297,591.917706,583.781366
BTC,8/10/2016,591.954927,584.835465,600.388644,583.306913
BTC,8/11/2016,587.897382,591.944501,597.649886,587.89698
BTC,8/12/2016,586.072579,587.897382,589.879029,582.137124
BTC,8/13/2016,583.704384,586.065256,589.426823,582.822347
BTC,8/14/2016,570.573556,583.704377,585.727405,564.309354
BTC,8/15/2016,567.471025,570.57355,573.611007,561.566988
BTC,8/16/2016,574.504263,567.471019,580.527151,564.419286
BTC,8/17/2016,572.573596,574.504263,578.274725,569.140427
BTC,8/18/2016,572.764007,572.573616,576.699383,570.719435
BTC,8/19/2016,573.887641,572.764712,576.639559,571.595897
BTC,8/20/2016,581.764404,573.887641,582.423842,572.504328
BTC,8/21/2016,580.837867,581.765885,584.127103,579.785511
BTC,8/22/2016,585.40337,580.837439,586.398831,579.399295
BTC,8/23/2016,581.865829,585.402204,587.087174,578.864829
BTC,8/24/2016,578.604902,581.866937,582.291024,577.155603
BTC,8/25/2016,575.898625,578.604906,578.620707,573.348722
BTC,8/26/2016,578.3125,575.89861,578.95509,575.144305
BTC,8/27/2016,568.436569,578.312498,578.436181,566.679118
BTC,8/28/2016,573.75128,568.436307,573.75128,567.621395
BTC,8/29/2016,573.076967,573.751471,576.370951,571.752471
BTC,8/30/2016,576.209288,573.077299,577.698507,572.232074
BTC,8/31/2016,572.860812,576.209089,576.691815,570.982122
BTC,9/1/2016,572.190965,572.860812,573.4463,569.299367
BTC,9/2/2016,575.397388,572.190961,576.080925,569.904108
BTC,9/3/2016,596.93913,575.397388,599.324583,572.887831
BTC,9/4/2016,610.452474,596.942487,614.68125,593.93392
BTC,9/5/2016,606.807088,610.46099,611.380968,601.286343
BTC,9/6/2016,612.518342,606.777177,612.518342,604.916673
BTC,9/7/2016,615.045211,612.518342,616.000356,608.725321
BTC,9/8/2016,626.590999,615.045212,629.563134,613.074853
BTC,9/9/2016,622.225238,626.594943,628.020409,617.941799
BTC,9/10/2016,622.503212,622.225239,626.093133,620.440797
BTC,9/11/2016,606.143034,622.504005,629.788829,597.379883
BTC,9/12/2016,607.226691,606.146423,608.510795,604.196987
BTC,9/13/2016,607.74401,607.226248,609.788201,605.329645
BTC,9/14/2016,609.013927,607.744012,610.522228,606.487359
BTC,9/15/2016,605.777795,609.013918,609.191477,604.715925
BTC,9/16/2016,607.120546,605.777797,608.389387,605.14168
BTC,9/17/2016,605.634987,607.120284,608.646812,604.814244
BTC,9/18/2016,609.609072,605.613754,610.814481,604.109116
BTC,9/19/2016,608.642833,609.609072,611.929676,607.329463
BTC,9/20/2016,602.405326,608.642833,609.430384,602.405326
BTC,9/21/2016,596.166585,602.350434,602.390036,593.365126
BTC,9/22/2016,595.315346,596.168722,598.099872,594.779242
BTC,9/23/2016,601.882223,595.315346,602.668594,594.37404
BTC,9/24/2016,600.675237,601.882222,605.218091,600.298848
BTC,9/25/2016,600.124525,600.674943,603.519156,597.259447
BTC,9/26/2016,607.114642,600.127868,607.546105,597.668886
BTC,9/27/2016,605.264903,607.114531,607.5,601.675734
BTC,9/28/2016,604.064144,605.264397,605.683479,602.610565
BTC,9/29/2016,604.852702,604.064893,606.63122,602.992754
BTC,9/30/2016,608.679516,604.852787,608.88622,603.859634
BTC,10/1/2016,613.545215,608.680892,615.876949,608.67573
BTC,10/2/2016,609.116131,613.547937,615.304421,607.62534
BTC,10/3/2016,612.747211,609.116209,613.564541,608.92345
BTC,10/4/2016,610.358596,612.747229,613.007233,608.522294
BTC,10/5/2016,612.292832,610.358586,613.67095,608.680361
BTC,10/6/2016,611.244222,612.29181,613.434193,610.44198
BTC,10/7/2016,617.36306,611.244222,619.115387,610.265708
BTC,10/8/2016,618.542395,617.364972,620.055444,616.486289
BTC,10/9/2016,614.246487,618.540709,619.504652,613.53759
BTC,10/10/2016,617.844652,614.24582,619.189988,614.167082
BTC,10/11/2016,641.238177,617.846033,643.412527,616.585177
BTC,10/12/2016,635.678641,641.236916,642.422555,633.626118
BTC,10/13/2016,635.106101,635.674841,639.38195,634.241494
BTC,10/14/2016,638.227787,635.107366,640.21296,633.170936
BTC,10/15/2016,638.122737,638.22478,640.705068,635.888255
BTC,10/16/2016,641.157389,638.122737,643.629591,635.3
BTC,10/17/2016,637.08189,641.157434,643.346863,636.097207
BTC,10/18/2016,635.395401,637.069759,639.565471,632.761232
BTC,10/19/2016,629.222848,635.394194,637.499019,626.359299
BTC,10/20/2016,628.376298,629.222824,630.755491,626.582966
BTC,10/21/2016,630.152961,628.376225,633.524669,627.770462
BTC,10/22/2016,653.105424,630.151322,657.268134,629.564683
BTC,10/23/2016,650.888734,653.111477,658.026998,648.34291
BTC,10/24/2016,648.583114,650.88872,651.697079,646.015051
BTC,10/25/2016,652.639693,648.584474,658.655268,648.226387
BTC,10/26/2016,675.031143,652.63887,676.642004,652.43124
BTC,10/27/2016,686.394579,675.031143,688.412613,674.550523
BTC,10/28/2016,689.461752,686.394598,690.404864,681.929581
BTC,10/29/2016,714.206034,689.461699,722.713861,688.748517
BTC,10/30/2016,698.587737,714.207278,714.635053,692.986571
BTC,10/31/2016,697.472765,698.590079,708.866543,682.561101
BTC,11/1/2016,730.389491,697.472795,736.306544,697.465566
BTC,11/2/2016,741.903728,730.390037,741.903728,721.294533
BTC,11/3/2016,688.842823,741.903719,744.98,676.72303
BTC,11/4/2016,704.955671,688.841292,708.414971,683.650351
BTC,11/5/2016,706.654898,704.955671,708.351585,699.935453
BTC,11/6/2016,713.720512,706.65492,719.437282,701.53972
BTC,11/7/2016,705.682219,713.72148,713.879676,700.787857
BTC,11/8/2016,710.571601,705.686165,715.441612,702.323611
BTC,11/9/2016,721.325798,710.571606,741.127243,707.528421
BTC,11/10/2016,714.19093,721.325798,722.697774,708.773608
BTC,11/11/2016,716.253702,714.19093,718.486584,712.691407
BTC,11/12/2016,703.737455,716.253669,716.893902,702.772939
BTC,11/13/2016,703.765635,703.737508,705.348765,686.242569
BTC,11/14/2016,706.927639,703.766188,708.242256,698.741606
BTC,11/15/2016,712.273734,706.927639,716.638052,704.804973
BTC,11/16/2016,743.427139,712.275921,744.97314,709.765031
BTC,11/17/2016,737.230159,743.427044,756.160051,736.10364
BTC,11/18/2016,750.137376,737.230156,752.551586,732.986516
BTC,11/19/2016,750.766643,750.135644,755.378946,739.876508
BTC,11/20/2016,728.850972,750.765942,755.063405,714.611166
BTC,11/21/2016,737.258827,728.851039,739.402151,727.771142
BTC,11/22/2016,748.622655,737.258827,751.263607,733.714019
BTC,11/23/2016,742.0043,748.65352,749.924703,731.214825
BTC,11/24/2016,737.330823,741.986798,744.22402,728.250805
BTC,11/25/2016,739.440163,737.332705,739.858407,729.451556
BTC,11/26/2016,731.135716,739.443354,739.923338,722.489469
BTC,11/27/2016,727.20269,731.135716,736.471586,726.16087
BTC,11/28/2016,730.736571,727.202694,735.096688,727.200096
BTC,11/29/2016,731.307204,730.736571,733.780695,729.126652
BTC,11/30/2016,742.138802,731.307168,743.827865,729.703196
BTC,12/1/2016,754.015,742.13891,755.393297,741.768787
BTC,12/2/2016,771.513623,754.015002,778.343677,754.013
BTC,12/3/2016,765.613144,771.513647,772.179263,757.578788
BTC,12/4/2016,768.208207,765.613217,769.474906,761.597505
BTC,12/5/2016,751.364379,768.208204,768.381611,745.004116
BTC,12/6/2016,759.141999,751.364397,759.798072,750.301262
BTC,12/7/2016,765.01,759.141186,769.026763,751.589114
BTC,12/8/2016,766.751686,765.01,771.886916,762.604182
BTC,12/9/2016,769.838289,766.745799,772.561297,766.27606
BTC,12/10/2016,772.526139,769.837736,776.464652,769.44944
BTC,12/11/2016,769.51098,772.526136,772.903946,763.144949
BTC,12/12/2016,777.891976,769.51098,779.840222,769.046619
BTC,12/13/2016,775.318035,777.891666,788.909275,765.359475
BTC,12/14/2016,776.532041,775.315302,780.096114,770.944809
BTC,12/15/2016,775.881599,776.531982,779.093882,775.045484
BTC,12/16/2016,780.967423,775.881618,782.842316,773.867605
BTC,12/17/2016,788.77705,780.967363,791.249818,780.829418
BTC,12/18/2016,789.553658,788.777051,791.649638,784.808602
BTC,12/19/2016,790.852103,789.553742,793.895548,788.039293
BTC,12/20/2016,799.216308,790.852102,801.127078,788.315514
BTC,12/21/2016,833.109239,799.216254,833.109239,797.614878
BTC,12/22/2016,859.476476,833.118942,873.687192,828.2497
BTC,12/23/2016,917.945464,859.476457,918.209509,859.196284
BTC,12/24/2016,892.736547,917.947485,918.233309,884.076027
BTC,12/25/2016,896.960887,892.734351,897.739617,859.142227
BTC,12/26/2016,904.871122,896.961633,914.060646,894.837761
BTC,12/27/2016,932.339786,904.871095,938.858148,898.426006
BTC,12/28/2016,979.237194,932.340089,980.23233,931.66787
BTC,12/29/2016,971.049353,979.235362,982.105788,950.199288
BTC,12/30/2016,959.491368,971.049409,971.258455,930.448344
BTC,12/31/2016,966.567909,959.491368,967.320981,945.975805
BTC,1/1/2017,998.079443,966.567909,1005.074602,961.719392
BTC,1/2/2017,1018.369458,998.079638,1033.051602,994.997792
BTC,1/3/2017,1036.750461,1018.367417,1037.211425,1014.576142
BTC,1/4/2017,1137.239897,1036.750186,1146.956329,1036.327096
BTC,1/5/2017,1002.86,1137.239606,1165.785631,883.48093
BTC,1/6/2017,895.332963,1002.86,1026.178635,876.460275
BTC,1/7/2017,907.241903,895.33278,908.541322,819.006887
BTC,1/8/2017,914.83442,907.242519,940.462119,889.468166
BTC,1/9/2017,901.407571,914.831619,914.831619,877.09639
BTC,1/10/2017,905.342814,901.395668,915.878325,899.227735
BTC,1/11/2017,778.83978,905.393933,921.594662,759.942371
BTC,1/12/2017,806.053828,778.839783,831.442185,748.698368
BTC,1/13/2017,827.310924,806.053855,831.181634,776.802413
BTC,1/14/2017,817.670918,827.308453,838.462239,808.878295
BTC,1/15/2017,821.487187,817.671123,822.860239,807.731692
BTC,1/16/2017,831.648372,821.487187,836.161989,817.273138
BTC,1/17/2017,905.013416,831.648372,908.083602,829.154941
BTC,1/18/2017,887.397051,905.048406,914.635971,851.346761
BTC,1/19/2017,902.151239,887.397029,908.079736,884.24951
BTC,1/20/2017,895.48432,902.151242,902.37332,883.185968
BTC,1/21/2017,924.167155,895.48432,928.779557,894.537622
BTC,1/22/2017,923.413046,924.168452,938.3657,892.908367
BTC,1/23/2017,914.99,923.413046,927.993871,914.260308
BTC,1/24/2017,886.142057,914.750864,923.440142,884.502562
BTC,1/25/2017,893.60059,886.141964,902.693204,885.825821
BTC,1/26/2017,915.431075,893.60059,918.415228,893.586372
BTC,1/27/2017,917.259501,915.431075,922.218914,908.505254
BTC,1/28/2017,919.385524,917.259501,923.232016,917.028772
BTC,1/29/2017,913.074384,919.385775,923.507837,912.218195
BTC,1/30/2017,919.543827,913.066023,922.102217,910.967211
BTC,1/31/2017,967.177316,919.544655,969.734755,919.216464
BTC,2/1/2017,983.683419,967.177316,985.675321,962.925078
BTC,2/2/2017,1007.271509,983.683419,1010.287521,975.261116
BTC,2/3/2017,1016.512888,1007.271509,1023.065325,993.371179
BTC,2/4/2017,1032.71923,1016.512908,1039.931374,1003.959401
BTC,2/5/2017,1012.40293,1032.708188,1032.749606,1003.915822
BTC,2/6/2017,1023.212862,1012.40293,1029.410062,1009.150567
BTC,2/7/2017,1052.411201,1023.211787,1054.191305,1022.704267
BTC,2/8/2017,1052.015613,1052.411201,1069.563719,1020.590571
BTC,2/9/2017,985.473695,1052.011401,1077.819022,942.917481
BTC,2/10/2017,995.552522,985.468401,1004.768798,953.622974
BTC,2/11/2017,1008.183418,995.552576,1015.072825,988.620595
BTC,2/12/2017,998.023605,1008.183434,1009.993147,994.551885
BTC,2/13/2017,1000.296121,998.039905,1007.443506,977.462082
BTC,2/14/2017,1012.546072,1000.295488,1018.353313,990.439188
BTC,2/15/2017,1013.547121,1012.546053,1015.285913,1004.023428
BTC,2/16/2017,1035.50956,1013.547122,1041.804486,1013.547122
BTC,2/17/2017,1055.786126,1035.50956,1061.945597,1034.350588
BTC,2/18/2017,1059.611435,1055.786126,1069.965885,1053.532596
BTC,2/19/2017,1055.94162,1060.127018,1064.998112,1045.641084
BTC,2/20/2017,1088.965575,1055.941616,1093.819107,1044.448913
BTC,2/21/2017,1128.325769,1088.965575,1131.154839,1082.230885
BTC,2/22/2017,1128.462585,1128.325768,1139.408367,1106.612824
BTC,2/23/2017,1185.995471,1128.459959,1195.391489,1122.606676
BTC,2/24/2017,1185.91222,1186.07967,1218.336644,1109.392141
BTC,2/25/2017,1152.505796,1185.91222,1188.623504,1130.666329
BTC,2/26/2017,1179.401572,1152.504435,1184.92638,1134.856959
BTC,2/27/2017,1195.174074,1179.40157,1199.509172,1173.454951
BTC,2/28/2017,1190.498788,1195.174075,1214.318731,1179.063374
BTC,3/1/2017,1229.458558,1190.498356,1230.868222,1188.03967
BTC,3/2/2017,1257.639297,1229.458874,1282.99,1215.657656
BTC,3/3/2017,1289.034005,1257.692044,1293.979126,1257.430122
BTC,3/4/2017,1268.089252,1289.067373,1291.124578,1240.888213
BTC,3/5/2017,1278.644279,1268.089189,1279.24855,1246.244278
BTC,3/6/2017,1279.930685,1278.644279,1286.153998,1269.225262
BTC,3/7/2017,1232.654602,1279.930688,1281.483441,1184.825756
BTC,3/8/2017,1149.577012,1232.654602,1242.301673,1144.803524
BTC,3/9/2017,1190.701029,1149.577012,1207.158746,1135.209634
BTC,3/10/2017,1113.99,1190.700516,1336.249606,989.202872
BTC,3/11/2017,1177.374181,1113.99,1196.354425,1109.025949
BTC,3/12/2017,1226.299808,1177.374186,1239.330224,1170.164336
BTC,3/13/2017,1243.587215,1226.299808,1247.756962,1215.754684
BTC,3/14/2017,1245,1243.587221,1257.949988,1225.858089
BTC,3/15/2017,1257.852613,1245,1259.985522,1243.967142
BTC,3/16/2017,1174.776007,1257.86225,1258.183272,1132.287735
BTC,3/17/2017,1070.077536,1174.775847,1174.775847,1066.241926
BTC,3/18/2017,969.084683,1070.069024,1096.725105,938.40728
BTC,3/19/2017,1016.451782,969.07727,1058.31756,969.07558
BTC,3/20/2017,1039.352301,1016.451785,1051.959655,1012.580915
BTC,3/21/2017,1114.714779,1039.35524,1118.969002,1039.308207
BTC,3/22/2017,1038.140962,1114.714959,1114.738997,989.029319
BTC,3/23/2017,1029.479317,1038.140963,1053.915563,1015.458476
BTC,3/24/2017,934.055104,1029.479317,1030.566007,923.171326
BTC,3/25/2017,964.688788,933.98832,974.358591,891.35
BTC,3/26/2017,967.964412,964.688788,1003.444376,948.98239
BTC,3/27/2017,1041.913392,967.996096,1043.604534,959.102241
BTC,3/28/2017,1044.733653,1041.913379,1066.236443,1017.04828
BTC,3/29/2017,1041.343323,1044.733653,1058.326056,1009.647963
BTC,3/30/2017,1041.055647,1041.34326,1051.789658,1023.370498
BTC,3/31/2017,1081.309342,1041.045935,1089.311897,1040.975022
BTC,4/1/2017,1092.4799,1081.281231,1106.565244,1070.372702
BTC,4/2/2017,1107.694454,1092.47992,1117.29634,1081.234591
BTC,4/3/2017,1149.48146,1107.694476,1157.201568,1107.68897
BTC,4/4/2017,1143.453999,1149.481472,1161.656916,1125.609582
BTC,4/5/2017,1133.818106,1143.453979,1145.177126,1113.413014
BTC,4/6/2017,1192.3,1133.817368,1204.83348,1133.789498
BTC,4/7/2017,1193.471113,1192.3,1202.973004,1177.366229
BTC,4/8/2017,1184.616089,1193.471113,1198.138234,1171.37112
BTC,4/9/2017,1210.688079,1184.616089,1219.971707,1176.58332
